TR_YMD_HMS,TPS,ELPS_AVG,ELPS_MIN,ELPS_MAX
2.02207E+13,494.9567424,0.179090905,0,299.5377397
2.02207E+13,487.0671699,0.177401904,0,295.0642916
2.02207E+13,517.4631931,0.17582361,0,291.4284085
2.02207E+13,520.2927889,0.174476963,0,288.230868
2.02207E+13,483.0889459,0.173467256,0,285.0726592
2.02207E+13,507.4614835,0.172876292,0,281.6323831
2.02207E+13,516.5096438,0.172757918,0,277.7297097
2.02207E+13,502.5799481,0.173137149,0,273.3665095
2.02207E+13,518.4732054,0.174012534,0,268.7402209
2.02207E+13,545.1903538,0.175361008,0,264.2276147
2.02207E+13,546.5719749,0.177144113,0,260.3409175
2.02207E+13,584.8386949,0.179314387,0,257.6618056
2.02207E+13,588.008987,0.181820767,0,256.7616381
2.02207E+13,577.6029054,0.184612108,0,258.1181215
2.02207E+13,605.9458696,0.187638318,0,262.0391597
2.02207E+13,570.4832274,0.190849089,0,268.6038768
2.02207E+13,574.0824915,0.194190646,0,277.6287875
2.02207E+13,548.6543671,0.19760139,0,288.6640842
2.02207E+13,590.4244721,0.201007526,0,301.0213624
2.02207E+13,550.441712,0.204319881,0,313.8302676
2.02207E+13,525.8555017,0.207432987,0,326.1179826
2.02207E+13,531.7178673,0.210227207,0,336.9026236
2.02207E+13,535.1993801,0.212574214,0,345.2898235
2.02207E+13,525.1775656,0.214345595,0,350.5612868
2.02207E+13,522.7081119,0.215423819,0,352.2449632
2.02207E+13,512.3375815,0.215714309,0,350.1586128
2.02207E+13,500.7192983,0.215157054,0,344.4216733
2.02207E+13,486.656886,0.213736069,0,335.4341148
2.02207E+13,472.8273623,0.211485151,0,323.8249148
2.02207E+13,461.6746016,0.208488689,0,310.376435
2.02207E+13,439.8167724,0.204876895,0,295.9338719
2.02207E+13,427.8547978,0.200815452,0,281.310738
2.02207E+13,419.4457784,0.196490346,0,267.2017743
2.02207E+13,381.2837972,0.19208933,0,254.1137438
2.02207E+13,365.2730642,0.187781984,0,242.322315
2.02208E+13,361.4824259,0.183700708,0,231.8599855
2.02208E+13,305.1328248,0.179924977,0,222.5361125
2.02208E+13,300.7131948,0.176471005,0,213.9860885
2.02208E+13,270.4629845,0.173288363,0,205.7430277
2.02208E+13,225.2596995,0.170264429,0,197.3224569
2.02208E+13,207.8555,0.167236571,0,188.3088188
2.02208E+13,183.6754334,0.164011109,0,178.4322888
2.02208E+13,168.0449249,0.160387179,0,167.625551
2.02208E+13,150.0100455,0.156183002,0,156.0526317
2.02208E+13,140.2952689,0.151261622,0,144.105365
2.02208E+13,129.5809517,0.145553119,0,132.3671405
2.02208E+13,134.0206256,0.139070579,0,121.5477588
2.02208E+13,132.3507745,0.131917696,0,112.3969847
2.02208E+13,135.0032472,0.124286757,0,105.6072642
2.02208E+13,124.9571818,0.11644681,0,101.7176958
2.02208E+13,132.9160095,0.108722884,0,101.03151
2.02208E+13,122.0316903,0.101468185,0,103.5579636
2.02208E+13,122.9902252,0.095032013,0,108.9868557
2.02208E+13,118.0234561,0.0897267,0,116.7001197
2.02208E+13,112.9697304,0.085797041,0,125.820595
2.02208E+13,100.1312662,0.083395537,0,135.2936439
2.02208E+13,99.4247521,0.082566164,0,143.993287
2.02208E+13,82.4970946,0.083238555,0,150.8414719
2.02208E+13,73.47461942,0.085233377,0,154.9273306
2.02208E+13,74.63768281,0.088278515,0,155.613045
2.02208E+13,74.39931394,0.092034539,0,152.614257
2.02208E+13,72.9486821,0.096126933,0,146.0456932
2.02208E+13,83.68221576,0.100181859,0,136.426489
2.02208E+13,97.80000535,0.103861855,0,124.6441673
2.02208E+13,117.2906572,0.106897873,0,111.8808122
2.02208E+13,143.9159798,0.109114474,0,99.50916026
2.02208E+13,184.0490968,0.110445696,0,88.96961227
2.02208E+13,208.5445562,0.110940139,0,81.64118275
2.02208E+13,238.2558461,0.110754877,0,78.71992671
2.02208E+13,295.4990787,0.110139018,0,81.11736614
2.02208E+13,320.6506324,0.10940872,0,89.38902289
2.02208E+13,337.6958628,0.108916352,0,103.6996464
2.02208E+13,376.8711497,0.109016977,0,123.8275302
2.02208E+13,385.6404288,0.110035559,0,149.2059368
2.02208E+13,423.7609678,0.11223809,0,178.9956072
2.02208E+13,463.8738865,0.115809341,0,212.1790809
2.02208E+13,472.9979723,0.120839165,0,247.6654539
2.02208E+13,484.2979368,0.1273183,0,284.3934743
2.02208E+13,530.2122537,0.135143626,0,321.4215653
2.02208E+13,533.0556842,0.144131824,0,357.99536
2.02208E+13,623.5516586,0.154039552,0,393.5863572
2.02208E+13,664.0106006,0.164587655,0,427.8989878
2.02208E+13,756.6981871,0.175486614,0,460.8472515
2.02208E+13,880.4817251,0.18646045,0,492.5056988
2.02208E+13,974.0395818,0.197266607,0,523.042459
2.02208E+13,1101.994663,0.207709915,0,552.6439357
2.02208E+13,1295.634677,0.217649518,0,581.4414993
2.02208E+13,1582.929257,0.226998494,0,609.4499604
2.02208E+13,1744.729224,0.235716785,0,636.5259014
2.02208E+13,2013.399185,0.243798825,0,662.3513102
2.02208E+13,2069.329711,0.251257829,0,686.4447397
2.02208E+13,2290.444733,0.258109083,0,708.1987968
2.02208E+13,2646.454117,0.264354608,0,726.9395538
2.02208E+13,2927.679807,0.269971388,0,742.0008428
2.02208E+13,2986.680768,0.274904865,0,752.8046266
2.02208E+13,3163.033077,0.279068732,0,758.9379187
2.02208E+13,3145.52598,0.28235127,0,760.21711
2.02208E+13,3243.071186,0.284627643,0,756.7319715
2.02208E+13,3235.844234,0.285776803,0,748.8638608
2.02208E+13,3276.12995,0.285701025,0,737.275485
2.02208E+13,3191.698288,0.284345699,0,722.8726481
2.02208E+13,2913.878444,0.281716878,0,706.74138
2.02208E+13,2758.846706,0.277894199,0,690.0664079
2.02208E+13,2520.720081,0.273037252,0,674.038818
2.02208E+13,2566.262319,0.267384091,0,659.761793
2.02208E+13,2360.023717,0.261241429,0,648.1634308
2.02208E+13,2133.472058,0.254966942,0,639.9248527
2.02208E+13,2041.795542,0.248945002,0,635.4302346
2.02208E+13,1801.873112,0.24355792,0,634.7432024
2.02208E+13,1821.772892,0.239155165,0,637.6114818
2.02208E+13,1811.009751,0.236024641,0,643.4990274
2.02208E+13,1775.531022,0.234366788,0,651.6423394
2.02208E+13,1972.673884,0.234276434,0,661.1255274
2.02208E+13,1899.871357,0.235733338,0,670.9670898
2.02208E+13,2013.271797,0.238602915,0,680.210449
2.02208E+13,2123.986608,0.242647372,0,688.0100813
2.02208E+13,2352.592823,0.247546441,0,693.7055929
2.02208E+13,2366.248848,0.252925894,0,696.8772505
2.02208E+13,2714.116842,0.258391182,0,697.3781605
2.02208E+13,2813.524795,0.263562933,0,695.340358
2.02208E+13,2779.612623,0.268110787,0,691.154341
2.02208E+13,2777.205474,0.27178214,0,685.4238841
2.02208E+13,2931.989741,0.274422821,0,678.9001139
2.02208E+13,2854.079064,0.275987489,0,672.4006635
2.02208E+13,2643.055412,0.276538614,0,666.7210946
2.02208E+13,2864.969575,0.27623403,0,662.5465821
2.02208E+13,2676.47223,0.275304315,0,660.3720149
2.02208E+13,2826.489805,0.274022315,0,660.4381514
2.02208E+13,2799.008296,0.27266805,0,662.6902887
2.02208E+13,2511.741528,0.271492786,0,666.7641337
2.02208E+13,2746.583873,0.270686224,0,672.0013106
2.02208E+13,2742.313503,0.270350514,0,677.4943728
2.02208E+13,2514.319435,0.270484118,0,682.1584992
2.02208E+13,2516.785903,0.270977562,0,684.8244865
2.02208E+13,2505.501379,0.271621836,0,684.3454234
2.02208E+13,2669.767251,0.272128844,0,679.7077835
2.02208E+13,2446.089312,0.272161967,0,670.1367937
2.02208E+13,2430.167571,0.271373626,0,655.1859507
2.02208E+13,2424.223812,0.269445896,0,634.8015375
2.02208E+13,2336.156524,0.266129784,0,609.3548993
2.02208E+13,2259.377885,0.261278802,0,579.6379445
2.02208E+13,1993.402307,0.254872989,0,546.8206278
2.02208E+13,1919.035483,0.247030483,0,512.3727539
2.02208E+13,1633.417875,0.238005009,0,477.9559609
2.02208E+13,1457.381819,0.228169148,0,445.2948471
2.02208E+13,1359.560081,0.217984788,0,416.0385474
2.02208E+13,1159.678151,0.207963549,0,391.6253708
2.02208E+13,1031.095236,0.198621107,0,373.1631816
2.02208E+13,936.5861815,0.190430066,0,361.3370046
2.02208E+13,787.1384201,0.183776241,0,356.3529099
2.02208E+13,779.6371952,0.178922908,0,357.9238194
2.02208E+13,768.953582,0.175986768,0,365.2987944
2.02208E+13,737.7770327,0.174928177,0,377.3330358
2.02208E+13,688.5611093,0.175556646,0,392.59172
2.02208E+13,738.1458016,0.177551043,0,409.4773531
2.02208E+13,793.3005814,0.180492327,0,426.3679466
2.02208E+13,818.1817789,0.183905333,0,441.7522902
2.02208E+13,771.9298045,0.187305195,0,454.349036
2.02208E+13,825.8516727,0.190243499,0,463.1982076
2.02208E+13,814.1343401,0.192349402,0,467.7168829
2.02208E+13,798.6774121,0.193361496,0,467.7148353
2.02208E+13,783.8476203,0.193147327,0,463.37039
2.02208E+13,766.4358079,0.191708835,0,455.1711445
2.02208E+13,697.3057434,0.189173573,0,443.827994
2.02208E+13,698.0630218,0.18577313,0,430.173661
2.02208E+13,709.902411,0.181811547,0,415.0583091
2.02208E+13,672.5026403,0.17762756,0,399.2546848
2.02208E+13,648.0566244,0.173555061,0,383.3835801
2.02208E+13,605.3741562,0.169886256,0,367.8674794
2.02208E+13,582.6062607,0.166841519,0,352.9163951
2.02208E+13,573.4618406,0.16454904,0,338.5456165
2.02208E+13,586.4487074,0.163036146,0,324.620928
2.02208E+13,573.4735431,0.162232693,0,310.9233318
2.02208E+13,594.1850995,0.161985571,0,297.2228936
2.02208E+13,571.1027893,0.16208202,0,283.3503155
2.02208E+13,553.266118,0.162278539,0,269.2553699
2.02208E+13,481.0242415,0.162331635,0,255.0433288
2.02208E+13,477.514239,0.162026561,0,240.9837203
2.02208E+13,427.0958747,0.161200665,0,227.489732
2.02208E+13,385.9398094,0.159758729,0,215.0708082
2.02208E+13,342.9887645,0.157678852,0,204.2649
2.02208E+13,320.7194344,0.155008659,0,195.5598845
2.02208E+13,269.9829039,0.151852893,0,189.3154416
2.02208E+13,253.4447701,0.14835452,0,185.696921
2.02208E+13,230.5543301,0.144672234,0,184.6313684
2.02208E+13,220.8889337,0.140957633,0,185.793089
2.02208E+13,186.3357571,0.137335244,0,188.6222452
2.02208E+13,193.6561292,0.133888086,0,192.3755276
2.02208E+13,168.8335194,0.130650605,0,196.2034961
2.02208E+13,168.379996,0.12760974,0,199.245364
2.02208E+13,174.8309687,0.124713689,0,200.7293257
2.02208E+13,153.5704315,0.121886901,0,200.0653935
2.02208E+13,150.784044,0.119048873,0,196.9183107
2.02208E+13,143.0549781,0.116133874,0,191.2503941
2.02208E+13,138.2154992,0.113108521,0,183.3278824
2.02208E+13,124.3129016,0.109984486,0,173.6890457
2.02208E+13,121.8483376,0.106824246,0,163.0773596
2.02208E+13,104.0847321,0.103738798,0,152.3477865
2.02208E+13,98.50397698,0.100877392,0,142.358002
2.02208E+13,89.28076851,0.098410471,0,133.8587243
2.02208E+13,78.29300581,0.096508017,0,127.3977991
2.02208E+13,76.82798143,0.095316224,0,123.2512487
2.02208E+13,75.45572029,0.094935736,0,121.3912532
2.02208E+13,79.69523433,0.095404589,0,121.4963736
2.02208E+13,88.95155611,0.096688472,0,123.0038292
2.02208E+13,93.49252241,0.098680009,0,125.1980099
2.02208E+13,108.3134863,0.101207625,0,127.324376
2.02208E+13,121.888206,0.104053303,0,128.7141472
2.02208E+13,134.4023051,0.106977332,0,128.9032423
2.02208E+13,154.4246022,0.109747191,0,127.7290973
2.02208E+13,177.5570119,0.112167057,0,125.3913032
2.02208E+13,201.7755771,0.114104253,0,122.4662154
2.02208E+13,226.0302243,0.115509211,0,119.8713085
2.02208E+13,233.491859,0.116426256,0,118.7813826
2.02208E+13,267.1028473,0.116993592,0,120.5049807
2.02208E+13,290.3418588,0.11743215,0,126.3347446
2.02208E+13,311.3539306,0.118024348,0,137.3892096
2.02208E+13,338.3764653,0.119085054,0,154.465199
2.02208E+13,350.912436,0.120930766,0,177.9192718
2.02208E+13,389.2146488,0.123837149,0,207.5936376
2.02208E+13,411.048364,0.128016367,0,242.7969173
2.02208E+13,445.1459597,0.133590355,0,282.3437012
2.02208E+13,460.6275394,0.140576531,0,324.6498082
2.02208E+13,541.4751702,0.148884827,0,367.873366
2.02208E+13,547.8268308,0.15832626,0,410.0861565
2.02208E+13,621.1016424,0.168631914,0,449.4558349
2.02208E+13,671.1255481,0.179479891,0,484.4181249
2.02208E+13,760.8169148,0.19052692,0,513.8191453
2.02208E+13,874.1022559,0.201440729,0,537.0115054
2.02208E+13,1069.334012,0.211929284,0,553.8933293
2.02208E+13,1263.278571,0.221763475,0,564.8862342
2.02208E+13,1428.590924,0.230790692,0,570.855663
2.02208E+13,1640.803404,0.238937975,0,572.9839349
2.02208E+13,1888.33698,0.246204779,0,572.6120536
2.02208E+13,2131.941046,0.252646762,0,571.0699973
2.02208E+13,2263.239338,0.258353171,0,569.516439
2.02208E+13,2522.286747,0.263421206,0,568.807453
2.02208E+13,2754.664956,0.267931157,0,569.409939
2.02208E+13,2770.725183,0.271925924,0,571.3697041
2.02208E+13,2943.113717,0.275397982,0,574.3371412
2.02208E+13,2870.750894,0.278285786,0,577.6460929
2.02208E+13,3142.26256,0.280480353,0,580.4347396
2.02208E+13,3224.517555,0.281841313,0,581.7920507
2.02208E+13,2834.220796,0.282220435,0,580.910154
2.02208E+13,2767.288159,0.281489511,0,577.2223209
2.02208E+13,2873.880959,0.279568789,0,570.5082082
2.02208E+13,2616.115382,0.276451968,0,560.952289
2.02208E+13,2504.292016,0.272224034,0,549.1475037
2.02208E+13,2194.681047,0.267069043,0,536.0432723
2.02208E+13,1949.669462,0.261266148,0,522.8442337
2.02208E+13,1989.533261,0.255173597,0,510.8724893
2.02208E+13,1808.352923,0.249201939,0,501.4108979
2.02208E+13,1603.222412,0.243779096,0,495.5475019
2.02208E+13,1737.133744,0.239311009,0,494.0411201
2.02208E+13,1732.569588,0.236142269,0,497.2255335
2.02208E+13,1717.869376,0.234521265,0,504.9648451
2.02208E+13,1787.215624,0.234573968,0,516.6661234
2.02208E+13,1869.413327,0.236289561,0,531.3481733
2.02208E+13,2020.469651,0.239519803,0,547.7581304
2.02208E+13,2050.829795,0.243992471,0,564.5214598
2.02208E+13,2158.430141,0.24933759,0,580.3066357
2.02208E+13,2391.037783,0.255123695,0,593.9838263
2.02208E+13,2531.7068,0.260900192,0,604.7575636
2.02208E+13,2467.788119,0.266241173,0,612.2565609
2.02208E+13,2604.955432,0.270785883,0,616.5691542
2.02208E+13,2749.890431,0.274271391,0,618.2196185
2.02208E+13,2635.974102,0.276553961,0,618.0880071
2.02208E+13,2808.525401,0.277616892,0,617.2832501
2.02208E+13,2590.610493,0.277564182,0,616.9851482
2.02208E+13,2560.838514,0.276600986,0,618.2748751
2.02208E+13,2487.676743,0.275003338,0,621.9751647
2.02208E+13,2519.445235,0.273080818,0,628.5203191
2.02208E+13,2477.032536,0.271136595,0,637.8726563
2.02208E+13,2705.959624,0.269429517,0,649.4964646
2.02208E+13,2677.151513,0.268142619,0,662.3936263
2.02208E+13,2581.910347,0.267361597,0,675.1976546
2.02208E+13,2553.775859,0.267065584,0,686.3158653
2.02208E+13,2552.643882,0.267131105,0,694.1036192
2.02208E+13,2623.198893,0.267348536,0,697.0507015
2.02208E+13,2714.431682,0.267448949,0,693.9584158
2.02208E+13,2599.134002,0.267138061,0,684.0869966
2.02208E+13,2543.748597,0.266133212,0,667.2563549
2.02208E+13,2263.100328,0.264199052,0,643.8885212
2.02208E+13,2320.13264,0.261177784,0,614.9867928
2.02208E+13,2033.12257,0.257010559,0,582.0537235
2.02208E+13,2024.617867,0.251747642,0,546.9568798
2.02208E+13,1684.866993,0.245546339,0,511.7569479
2.02208E+13,1554.157344,0.238657052,0,478.5166812
2.02208E+13,1452.939136,0.23139918,0,449.1109238
2.02208E+13,1279.495615,0.224129711,0,425.0573966
2.02208E+13,1108.481622,0.217208069,0,407.3852098
2.02208E+13,937.5112509,0.210961168,0,396.5535592
2.02208E+13,847.3797649,0.205652452,0,392.4273444
2.02208E+13,712.1648996,0.201458188,0,394.3102007
2.02208E+13,671.9889134,0.198453381,0,401.0294029
2.02208E+13,641.9561526,0.19660852,0,411.0619252
2.02208E+13,677.6949956,0.195797167,0,422.6871895
2.02208E+13,637.3525834,0.195813191,0,434.1500276
2.02208E+13,661.1770427,0.196395423,0,443.8172685
2.02208E+13,709.3564158,0.19725683,0,450.3130309
2.02208E+13,740.2122209,0.19811487,0,452.6209625
2.02208E+13,707.0254701,0.198719748,0,450.1458724
2.02208E+13,730.2968779,0.198877662,0,442.7319059
2.02208E+13,716.5921194,0.198466793,0,430.6390657
2.02208E+13,778.9526712,0.197444709,0,414.4839596
2.02208E+13,712.0792662,0.195846855,0,395.1537624
2.02208E+13,684.9620492,0.193776787,0,373.7042523
2.02208E+13,667.7237834,0.191389667,0,351.2533142
2.02208E+13,684.0546537,0.188871203,0,328.8805825
2.02208E+13,645.3432655,0.186414562,0,307.5421071
2.02208E+13,585.3461541,0.184197896,0,288.006401
2.02208E+13,586.0598762,0.182364842,0,270.8153161
2.02208E+13,569.7226167,0.181009943,0,256.2702685
2.02208E+13,556.5413643,0.180170227,0,244.4417357
2.02208E+13,519.7808713,0.179823452,0,235.1979043
2.02208E+13,557.5537491,0.179892769,0,228.2470327
2.02208E+13,550.6517842,0.180256853,0,223.1875381
2.02208E+13,537.2440645,0.180764038,0,219.5599734
2.02208E+13,513.4803683,0.181248662,0,216.8957954
2.02208E+13,476.2573304,0.181547706,0,214.75896
2.02208E+13,497.8962356,0.181515955,0,212.7777133
2.02208E+13,450.4229977,0.181038186,0,210.6652951
2.02208E+13,411.7533444,0.180037351,0,208.2294819
2.02208E+13,356.0981313,0.178478255,0,205.3718671
2.02208E+13,345.0904121,0.176366759,0,202.0784716
2.02208E+13,304.1166454,0.173745046,0,198.4036887
2.02208E+13,277.6124691,0.170683868,0,194.4497538
2.02208E+13,224.6453542,0.167175849,0,190.3439368
2.02208E+13,207.2725443,0.163416681,0,186.2155611
2.02208E+13,180.3273895,0.159504287,0,182.1748007
2.02208E+13,168.4569949,0.155528117,0,178.2950188
2.02208E+13,159.9280908,0.151563719,0,174.6002006
2.02208E+13,146.9223331,0.147670053,0,171.058752
2.02208E+13,150.6427349,0.143889535,0,167.5845779
2.02208E+13,145.6801719,0.140250439,0,164.0458598
2.02208E+13,140.3863845,0.136771026,0,160.2813284
2.02208E+13,131.4078292,0.133464583,0,156.1230748
2.02208E+13,128.7127791,0.130344499,0,151.4241231
2.02208E+13,121.3557302,0.127428537,0,146.0881876
2.02208E+13,115.235098,0.124741647,0,140.0983677
2.02208E+13,97.16820617,0.122316847,0,133.5411297
2.02208E+13,94.12345006,0.120194021,0,126.6218928
2.02208E+13,75.6379151,0.118416744,0,119.6689686
2.02208E+13,73.06986626,0.117027534,0,113.1235176
2.02208E+13,59.86838038,0.116062132,0,107.5145549
2.02208E+13,58.32553484,0.115543579,0,103.4197336
2.02208E+13,56.42789543,0.115476895,0,101.4144961
2.02208E+13,55.09793835,0.115845134,0,102.0139679
2.02208E+13,65.18296502,0.116607466,0,105.6134358
2.02208E+13,76.44783384,0.117699711,0,112.4341699
2.02208E+13,81.92346333,0.119037522,0,122.4815152
2.02208E+13,98.46438502,0.120522112,0,135.521506
2.02208E+13,120.3695091,0.122048127,0,151.0807226
2.02208E+13,141.6668344,0.123513058,0,168.4718387
2.02208E+13,155.775527,0.124827348,0,186.8445077
2.02208E+13,179.3933952,0.125924263,0,205.2582269
2.02208E+13,213.9890242,0.126768573,0,222.7709462
2.02208E+13,234.0240967,0.127363152,0,238.5348456
2.02208E+13,258.3409601,0.127752765,0,251.8892019
2.02208E+13,297.0470973,0.128024552,0,262.4398683
2.02208E+13,304.5239634,0.128305005,0,270.1157123
2.02208E+13,338.2462062,0.128753536,0,275.19437
2.02208E+13,367.0147125,0.129553047,0,278.2927149
2.02208E+13,407.0027325,0.130898187,0,280.3211752
2.02208E+13,425.0277134,0.132982191,0,282.405058
2.02208E+13,432.7183972,0.135983302,0,285.7798702
2.02208E+13,470.9408414,0.140051844,0,291.6708
2.02208E+13,510.4248678,0.145298918,0,301.1686268
2.02208E+13,557.151449,0.151787537,0,315.1150785
2.02208E+13,614.6242299,0.159526813,0,334.0099235
2.02208E+13,675.3070703,0.168469488,0,357.9499148
2.02208E+13,797.1366187,0.178512858,0,386.6063365
2.02208E+13,886.6191625,0.189502803,0,419.2437126
2.02208E+13,953.3454522,0.201240456,0,454.7777169
2.02208E+13,1207.301398,0.213490829,0,491.8660192
2.02208E+13,1331.983416,0.22599269,0,529.0222207
2.02208E+13,1522.431582,0.238468925,0,564.7406238
2.02208E+13,1846.763138,0.250636782,0,597.6186177
2.02208E+13,1907.996864,0.262217495,0,626.4640708
2.02208E+13,2301.419699,0.27294501,0,650.3771972
2.02208E+13,2463.120242,0.282573716,0,668.7996578
2.02208E+13,2758.875733,0.290827742,0,681.5276881
2.02208E+13,2683.205635,0.297579645,0,688.6905419
2.02208E+13,2958.338232,0.302683457,0,690.6991579
2.02208E+13,2973.335221,0.306037543,0,688.1737503
2.02208E+13,3086.955368,0.307589714,0,681.8606567
2.02208E+13,3126.902495,0.307341982,0,672.5495632
2.02208E+13,2907.24711,0.305354638,0,661.0013409
2.02208E+13,3054.196552,0.301749093,0,647.8945638
2.02208E+13,2807.397435,0.296708805,0,633.7956071
2.02208E+13,2717.202926,0.290477514,0,619.1535292
